,Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source,is_multiclass
28,ON=CC1=CCCCC1,ON=CC1=CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
29,ON=CC1=CCCC1,ON=CC1=CCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
30,CC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,CC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,"Sweet, Sweetness",chemtastes_db,0
31,O=C(O)CNC(=Nc1ccc2cn[nH]c2c1)NC1CCCCCCC1,O=C(O)CNC(=Nc1ccc2cn[nH]c2c1)NC1CCCCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
32,CC(NC(=Nc1cnc2cn[nH]c2c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cnc2cn[nH]c2c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
33,CC1=CCCCC1,CC1=CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
34,COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,COCC1(OC2OC(CO)C(O)C(O)C2O)OC(CO)C(O)C1O,sweet,"Sweet; Very sweet, Sweetness",chemtastes_db,0
35,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,sweet,"Sweet, Sweetness",chemtastes_db,0
36,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,CC1=C(C)CC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0
37,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)C(C)C1,sweet,"Sweet, Sweetness",chemtastes_db,0
38,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,CC1=CCC(C(=O)O)(S(=O)(=O)c2ccccc2)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0
39,O=C(O)c1ccccc1C(=O)c1ccc(O)c(O)c1,O=C(O)c1ccccc1C(=O)c1ccc(O)c(O)c1,sweet,"Sweet, Sweetness",chemtastes_db,0
40,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,COc1c(O)cc2c(c1O)C(=O)C(O)C(c1ccc(O)c(O)c1)O2,sweet,"Sweet, Sweetness",chemtastes_db,0
41,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,COc1c(O)cc2c(c1O)C(=O)C(OC(C)=O)C(c1ccc(O)c(O)c1)O2,sweet,"Sweet, Sweetness",chemtastes_db,0
42,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1O,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
43,COc1ccc(OCc2ccccc2C(=O)O)cc1O,COc1ccc(OCc2ccccc2C(=O)O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
44,COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,COc1ccc(C2OC(=O)c3ccccc3O2)cc1O,sweet,"Tasteless; Sweet(2), Sweetness",chemtastes_db,0
45,COc1ccc(C2Oc3ccccc3O2)cc1O,COc1ccc(C2Oc3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
46,COc1ccc(C2OC(=O)c3ccccc3S2)cc1O,COc1ccc(C2OC(=O)c3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
47,COc1ccc(C2Oc3ccccc3S2)cc1O,COc1ccc(C2Oc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
48,COc1ccc(C2CSc3ccccc3S2)cc1O,COc1ccc(C2CSc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
49,COc1ccc(C2CSc3cc(O)ccc3O2)cc1O,COc1ccc(C2CSc3cc(O)ccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
50,COc1ccc(C2CSc3ccccc3O2)cc1O,COc1ccc(C2CSc3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
51,COc1ccc(C2CS(=O)(=O)c3ccccc3O2)cc1O,COc1ccc(C2CS(=O)(=O)c3ccccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
52,COc1ccc(C2SCc3c(O)cccc3S2)cc1O,COc1ccc(C2SCc3c(O)cccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
53,COc1ccc(C2OCc3c(O)cccc3S2)cc1O,COc1ccc(C2OCc3c(O)cccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
54,COc1ccc(C2CCc3ccccc3S2)cc1O,COc1ccc(C2CCc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
55,COc1ccc(C2Sc3ccccc3S2)cc1O,COc1ccc(C2Sc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
56,COc1ccc(C2Oc3ccccc3CS2)cc1O,COc1ccc(C2Oc3ccccc3CS2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
57,COc1ccc(C2OCc3ccccc3S2)cc1S,COc1ccc(C2OCc3ccccc3S2)cc1S,sweet,"Sweet, Sweetness",chemtastes_db,0
58,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
59,CCOc1ccc(C(=O)c2ccccc2C(=O)O)cc1,CCOc1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
60,CCc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,CCc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
61,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
62,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1,COc1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
63,COc1ccc(S(=O)c2ccccc2C(=O)O)cc1,COc1ccc([S+]([O-])c2ccccc2C(=O)O)cc1,sweet,"Sweet , Sweetness",chemtastes_db,0
64,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,Cc1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
65,CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,CCC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
66,CC1(C)CC1(C(=O)O)S(=O)(=O)c1ccc(O)cc1,CC1(C)CC1(C(=O)O)S(=O)(=O)c1ccc(O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
67,CCOc1ccc(CCC(=O)c2ccccc2O)cc1O,CCOc1ccc(CCC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
68,COc1ccc(CCC(=O)c2ccccc2O)cc1O,COc1ccc(CCC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
69,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,COc1ccc(CCC(=O)c2c(O)cc(O)c(C(=O)O)c2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
70,CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1,CC(C)(OCC(=O)O)C1CC=C(C=NO)CC1,sweet,"Sweet, Sweetness",chemtastes_db,0
71,O=C(Oc1ccc([N+](=O)[O-])cc1)Oc1cc(C2OCc3ccccc3S2)ccc1O,O=C(Oc1ccc([N+](=O)[O-])cc1)Oc1cc(C2OCc3ccccc3S2)ccc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
72,COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,COc1ccc(C2OCc3ccccc3O2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
73,COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,COc1ccc(C2OCc3ccccc3S2)cc1OC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
74,O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1,O=C(COc1cccc(C2OCc3ccccc3S2)c1)c1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
75,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,CN(C)c1ccc(C(=O)c2ccccc2C(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
76,O=C(O)CNC(=Nc1ccc(Cl)nc1)NC1CCCCCCC1,O=C(O)CNC(=Nc1ccc(Cl)nc1)NC1CCCCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
77,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCCC2)cn1,sweet,"Sweet, Sweetness",chemtastes_db,0
78,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC2CCCCCCC2)cn1,sweet,"Sweet, Sweetness",chemtastes_db,0
79,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cn1,sweet,"Sweet, Sweetness",chemtastes_db,0
80,O=C(O)C(C1CCCC1)S(=O)(=O)c1ccccc1,O=C(O)C(C1CCCC1)S(=O)(=O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
81,CCOc1ccc(CCc2ccccc2)cc1O,CCOc1ccc(CCc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
82,COc1ccc(CC(=O)c2ccccc2O)cc1O,COc1ccc(CC(=O)c2ccccc2O)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
83,COc1ccc(CCCc2ccccc2)cc1O,COc1ccc(CCCc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
84,COc1ccc(CSc2ccccc2)cc1O,COc1ccc(CSc2ccccc2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
85,COc1ccc(CCc2ccc3c(c2)OCO3)cc1O,COc1ccc(CCc2ccc3c(c2)OCO3)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
86,COc1ccc(CCc2ccccc2OC)cc1O,COc1ccc(CCc2ccccc2OC)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
87,COc1ccc(CCc2ccccc2C)cc1O,COc1ccc(CCc2ccccc2C)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
88,COc1cccc(CCc2ccc(OC)c(O)c2)c1,COc1cccc(CCc2ccc(OC)c(O)c2)c1,sweet,"Sweet, Sweetness",chemtastes_db,0
89,COc1ccc(CCc2cccc(C)c2)cc1O,COc1ccc(CCc2cccc(C)c2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
90,CC=C(C)C,CC=C(C)C,sweet,"Sweet, Sweetness",chemtastes_db,0
91,CC(NC(=Nc1ccc2ccccc2c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1ccc2ccccc2c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
92,CC(C)C(C)(C(=O)O)S(=O)(=O)c1ccccc1,CC(C)C(C)(C(=O)O)S(=O)(=O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
93,CC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,CC(C)C(C(=O)O)S(=O)(=O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
94,CCC(C(=O)O)S(=O)(=O)c1ccccc1,CCC(C(=O)O)S(=O)(=O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
95,CCOC(=O)c1ccc(NC(=S)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,CCOC(=O)c1ccc(NC(=S)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
96,CCOC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,CCOC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
97,CC(NC(=O)C(N)CC(=O)O)NC(=O)C12CC3CC(CC(C3)C1)C2,CC(NC(=O)C(N)CC(=O)O)NC(=O)C12CC3CC(CC(C3)C1)C2,sweet,"Sweet, Sweetness",chemtastes_db,0
98,COc1ccc(C2OCc3ccccc3S2)c(C=Cc2ccc([N+](=O)[O-])cc2)c1O,COc1ccc(C2OCc3ccccc3S2)c(C=Cc2ccc([N+](=O)[O-])cc2)c1O,sweet,"Sweet, Sweetness",chemtastes_db,0
99,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc3c(c2)OCO3)cc1,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc3c(c2)OCO3)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
100,NC(=O)c1c(Br)cc(Br)c(CCC(=O)O)c1Br,NC(=O)c1c(Br)cc(Br)c(CCC(=O)O)c1Br,sweet,"Sweet, Sweetness",chemtastes_db,0
101,COc1ccc(C2Cc3ccccc3CO2)cc1O,COc1ccc(C2Cc3ccccc3CO2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
102,COc1ccc(CCC(=O)c2cccc(C(=O)O)c2)cc1O,COc1ccc(CCC(=O)c2cccc(C(=O)O)c2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
103,COc1ccc(C2COc3ccccc3S2)cc1O,COc1ccc(C2COc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
104,COc1ccc(C2COc3ccccc3C2)cc1O,COc1ccc(C2COc3ccccc3C2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
105,Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,0
106,Oc1cccc(C2OCc3ccccc3S2)c1,Oc1cccc(C2OCc3ccccc3S2)c1,sweet,"Sweet, Sweetness",chemtastes_db,0
107,Oc1ccc(C2OCc3ccccc3S2)cc1O,Oc1ccc(C2OCc3ccccc3S2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
108,CC(NC(=Nc1ccc2c(c1)OCO2)NCC(=O)O)c1ccccc1,CC(NC(=Nc1ccc2c(c1)OCO2)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
109,CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)c1ccccc1,CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)c1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
110,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCc1ccccc1,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCc1ccccc1,sweet,"Sweet, Sweetness",chemtastes_db,0
111,CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)C1CCCCC1,CC(NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O)C1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
112,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCCC1,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
113,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCC1CCCCC1,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCC1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
114,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cccc2ccccc12,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cccc2ccccc12,sweet,"Sweet, Sweetness",chemtastes_db,0
115,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCC1,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NC1CCCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
116,CCCCC(C)NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O,CCCCC(C)NC(=Nc1cc(Cl)cc(Cl)c1)NCC(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,0
117,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cc(Cl)cc(Cl)c1,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)Nc1cc(Cl)cc(Cl)c1,sweet,"Sweet, Sweetness",chemtastes_db,0
118,CCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,CCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
119,COc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
120,CCCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,CCCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,sweet,"Sweet, Sweetness",chemtastes_db,0
121,CCOC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OCC,CCOC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OCC,sweet,"Sweet, Sweetness",chemtastes_db,0
122,COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db,0
123,COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C1CCCCC1,COC(=O)C(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C1CCCCC1,sweet,"Sweet, Sweetness",chemtastes_db,0
124,CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,CCOC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
125,COC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,COC(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
126,CNS(=O)(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,CNS(=O)(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
127,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=S)Nc1ccc([N+](=O)[O-])cc1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=S)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
128,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
129,CCCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,CCCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db,0
130,CCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,CCCC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1)C(=O)OC,sweet,"Sweet, Sweetness",chemtastes_db,0
131,COC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,COC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
132,COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
133,O=C(O)CCNC(=O)Oc1ccc([N+](=O)[O-])cc1,O=C(O)CCNC(=O)Oc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
134,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C(C)=O)cc1,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C(C)=O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
135,NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccc(O)c2)cc1,NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccc(O)c2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
136,NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1,NC(=O)c1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
137,CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,CC(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,sweet,"Sweet, Sweetness",chemtastes_db,0
